"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers","passedITT","passed_relative_ITT"
11,1659956706050,"08/08/2022 11:05:06","task-lkrz",94118,6893759,2,9,"Neither Agree nor Disagree","statements",18,"A few times a year","Most weeks",22,"Female","GCSEs,A levels,Undergraduate degree (BSc, BA)",1,"Against","It's not safe because the trials were rushed","Anti",4,703,219,"Against","PRO",1,0,1,0,0,0,0
12,1659956710058,"08/08/2022 11:05:10","task-lkrz",94118,6893759,2,10,"Somewhat Agree","statements",12,"Most months","Most months",24,"Male","Undergraduate degree (BSc, BA)",2,"Against","They know people who have had bad side effects.","Anti",5,668,219,"Against","PRO",1,0,1,0,0,0,0
14,1659956717177,"08/08/2022 11:05:17","task-lkrz",94118,6893759,2,12,"Somewhat Agree","statements",16,"Rarely","Once or twice a year",48,"Female","GCSEs",2,"Against","Long time body problems that will effect me mantally and physically ","Anti",5,692,219,"Against","PRO",1,0,1,0,0,0,0
15,1659956718783,"08/08/2022 11:05:18","task-lkrz",94118,6893759,2,13,"Somewhat Agree","statements",12,"Most months","Most months",24,"Male","Undergraduate degree (BSc, BA)",1,"Against","I am worried about what is in it.","Anti",5,667,219,"Against","PRO",1,0,1,0,0,0,0
18,1659956730737,"08/08/2022 11:05:30","task-lkrz",94118,6893759,2,16,"Somewhat Disagree","statements",17,"A few times a year","A few times a year",20,"Female","A levels",1,"Against","Jesus protects me against all things and therefore I don't need a vaccine.","Anti",3,697,219,"Against","PRO",1,0,1,0,0,0,0
19,1659956738530,"08/08/2022 11:05:38","task-lkrz",94118,6893759,2,17,"Neither Agree nor Disagree","statements",14,"Most months","Most days",51,"Female","Undergraduate degree (BSc, BA)",1,"Against","It is not safe, and been tested properly 
","Anti",4,679,219,"Against","PRO",1,0,1,0,0,0,0
22,1659956750166,"08/08/2022 11:05:50","task-lkrz",94118,6893759,2,20,"Somewhat Agree","statements",14,"Most months","Most days",51,"Female","Undergraduate degree (BSc, BA)",3,"Against","It is painful and makes you feel unwell ","Anti",5,681,219,"Against","PRO",1,0,1,0,0,0,0
28,1659956771748,"08/08/2022 11:06:11","task-lkrz",94118,6893759,2,26,"Strongly Agree","statements",14,"Most months","Most days",51,"Female","Undergraduate degree (BSc, BA)",2,"Against","Affects my fertility ","Anti",7,680,219,"Against","PRO",1,0,1,0,0,1,1
31,1659956779623,"08/08/2022 11:06:19","task-lkrz",94118,6893759,2,29,"Somewhat Disagree","statements",15,"Rarely","Rarely",35,"Female","Undergraduate degree (BSc, BA)",2,"Against","Not necessary as I am not at personal risk","Anti",3,686,219,"Against","PRO",1,0,1,0,0,0,0
32,1659956781974,"08/08/2022 11:06:21","task-lkrz",94118,6893759,2,30,"Neither Agree nor Disagree","statements",16,"Rarely","Once or twice a year",48,"Female","GCSEs",1,"Against","Side effects that will make me ill badly ","Anti",4,691,219,"Against","PRO",1,0,1,0,0,0,0
35,1659956792897,"08/08/2022 11:06:32","task-lkrz",94118,6893759,2,33,"Somewhat Agree","statements",12,"Most months","Most months",24,"Male","Undergraduate degree (BSc, BA)",3,"Against","They don't trust the companies that make it.","Anti",5,669,219,"Against","PRO",1,0,1,0,0,0,0
37,1659956796383,"08/08/2022 11:06:36","task-lkrz",94118,6893759,2,35,"Agree","statements",18,"A few times a year","Most weeks",22,"Female","GCSEs,A levels,Undergraduate degree (BSc, BA)",2,"Against","Worried about the side effects","Anti",6,704,219,"Against","PRO",1,0,1,0,0,1,1
38,1659956800117,"08/08/2022 11:06:40","task-lkrz",94118,6893759,2,36,"Somewhat Agree","statements",13,"Rarely","Rarely",33,"Female","A levels",2,"Against","who knows what the long term effects will be from the vaccine.","Anti",5,674,219,"Against","PRO",1,0,1,0,0,0,0
39,1659956803068,"08/08/2022 11:06:43","task-lkrz",94118,6893759,2,37,"Strongly Agree","statements",19,"A few times a year","Most months",21,"Female","A levels",1,"Against","We have no information about long term side effects","Anti",7,709,219,"Against","PRO",1,0,1,0,0,1,1
41,1659956809016,"08/08/2022 11:06:49","task-lkrz",94118,6893759,2,39,"Somewhat Disagree","statements",18,"A few times a year","Most weeks",22,"Female","GCSEs,A levels,Undergraduate degree (BSc, BA)",3,"Against","I'm getting microchipped by Big Pharma!","Anti",3,705,219,"Against","PRO",1,0,1,0,0,0,0
44,1659956823970,"08/08/2022 11:07:03","task-lkrz",94118,6893759,2,42,"Neither Agree nor Disagree","statements",11,"Most weeks","Once or twice a year",25,"Female","Undergraduate degree (BSc, BA)",3,"Against","They've never had the flu jab and have never been badly affected by flu so donât see the point ","Anti",4,663,219,"Against","PRO",1,0,1,0,0,0,0
49,1659956834608,"08/08/2022 11:07:14","task-lkrz",94118,6893759,2,47,"Neither Agree nor Disagree","statements",19,"A few times a year","Most months",21,"Female","A levels",2,"Against","It is not 100% effective ","Anti",4,710,219,"Against","PRO",1,0,1,0,0,0,0
51,1659956839390,"08/08/2022 11:07:19","task-lkrz",94118,6893759,2,49,"Disagree","statements",11,"Most weeks","Once or twice a year",25,"Female","Undergraduate degree (BSc, BA)",2,"Against","It's a money making scheme ","Anti",2,662,219,"Against","PRO",1,0,1,0,0,0,0
52,1659956841273,"08/08/2022 11:07:21","task-lkrz",94118,6893759,2,50,"Neither Agree nor Disagree","statements",13,"Rarely","Rarely",33,"Female","A levels",3,"Against","what if i have a reaction to it?","Anti",4,675,219,"Against","PRO",1,0,1,0,0,0,0
53,1659956844090,"08/08/2022 11:07:24","task-lkrz",94118,6893759,2,51,"Somewhat Agree","statements",15,"Rarely","Rarely",35,"Female","Undergraduate degree (BSc, BA)",3,"Against","Bad side effects mean they don't want to take it ","Anti",5,687,219,"Against","PRO",1,0,1,0,0,0,0
54,1659956845836,"08/08/2022 11:07:25","task-lkrz",94118,6893759,2,52,"Somewhat Agree","statements",11,"Most weeks","Once or twice a year",25,"Female","Undergraduate degree (BSc, BA)",1,"Against","It was developed too quickly ","Anti",5,661,219,"Against","PRO",1,0,1,0,0,0,0
57,1659956852493,"08/08/2022 11:07:32","task-lkrz",94118,6893759,2,55,"Neither Agree nor Disagree","statements",19,"A few times a year","Most months",21,"Female","A levels",3,"Against","It has been developed too fast to be effective and safe. ","Anti",4,711,219,"Against","PRO",1,0,1,0,0,0,0
58,1659956855231,"08/08/2022 11:07:35","task-lkrz",94118,6893759,2,56,"Strongly Disagree","statements",16,"Rarely","Once or twice a year",48,"Female","GCSEs",3,"Against","Am a very healthy person I donât need this vaccine ","Anti",1,693,219,"Against","PRO",1,0,1,0,0,0,0
60,1659956860514,"08/08/2022 11:07:40","task-lkrz",94118,6893759,2,58,"Somewhat Agree","statements",20,"Never","A few times a year",57,"Female","Undergraduate degree (BSc, BA)",2,"Against","I have heard that some people believe the vaccine contains a microchip","Anti",5,716,219,"Against","PRO",1,0,1,0,0,0,0
61,1659956862977,"08/08/2022 11:07:42","task-lkrz",94118,6893759,2,59,"Neither Agree nor Disagree","statements",15,"Rarely","Rarely",35,"Female","Undergraduate degree (BSc, BA)",1,"Against","Not safe as it's been rushed ","Anti",4,685,219,"Against","PRO",1,0,1,0,0,0,0
62,1659956866233,"08/08/2022 11:07:46","task-lkrz",94118,6893759,2,60,"Somewhat Agree","statements",20,"Never","A few times a year",57,"Female","Undergraduate degree (BSc, BA)",3,"Against","I think some people are influenced against the vaccine by family or friends who believe the above reasons","Anti",5,717,219,"Against","PRO",1,0,1,0,0,0,0
3,1659956834080,"08/08/2022 11:07:14","task-lkrz",94118,6893775,2,1,"Somewhat Agree","statements",16,"Rarely","Once or twice a year",48,"Female","GCSEs",2,"Against","Long time body problems that will effect me mantally and physically ","Anti",5,692,220,"Against","PRO",1,0,1,0,0,0,0
4,1659956841019,"08/08/2022 11:07:21","task-lkrz",94118,6893775,2,2,"Somewhat Disagree","statements",14,"Most months","Most days",51,"Female","Undergraduate degree (BSc, BA)",1,"Against","It is not safe, and been tested properly 
","Anti",3,679,220,"Against","PRO",1,0,1,0,0,0,0
9,1659956859982,"08/08/2022 11:07:39","task-lkrz",94118,6893775,2,7,"Strongly Disagree","statements",13,"Rarely","Rarely",33,"Female","A levels",3,"Against","what if i have a reaction to it?","Anti",1,675,220,"Against","PRO",1,0,1,0,0,0,0
10,1659956866126,"08/08/2022 11:07:46","task-lkrz",94118,6893775,2,8,"Strongly Agree","statements",15,"Rarely","Rarely",35,"Female","Undergraduate degree (BSc, BA)",3,"Against","Bad side effects mean they don't want to take it ","Anti",7,687,220,"Against","PRO",1,0,1,0,0,1,1
12,1659956879629,"08/08/2022 11:07:59","task-lkrz",94118,6893775,2,10,"Strongly Agree","statements",20,"Never","A few times a year",57,"Female","Undergraduate degree (BSc, BA)",2,"Against","I have heard that some people believe the vaccine contains a microchip","Anti",7,716,220,"Against","PRO",1,0,1,0,0,1,1
13,1659956884966,"08/08/2022 11:08:04","task-lkrz",94118,6893775,2,11,"Strongly Agree","statements",20,"Never","A few times a year",57,"Female","Undergraduate degree (BSc, BA)",1,"Against","I believe a lot of people are concerned about potential blood clots from the vaccine but I personally believe and the article I read confirmed that the risk is small.","Anti",7,715,220,"Against","PRO",1,0,1,0,0,1,1
14,1659956888514,"08/08/2022 11:08:08","task-lkrz",94118,6893775,2,12,"Strongly Disagree","statements",18,"A few times a year","Most weeks",22,"Female","GCSEs,A levels,Undergraduate degree (BSc, BA)",3,"Against","I'm getting microchipped by Big Pharma!","Anti",1,705,220,"Against","PRO",1,0,1,0,0,0,0
15,1659956893365,"08/08/2022 11:08:13","task-lkrz",94118,6893775,2,13,"Strongly Agree","statements",19,"A few times a year","Most months",21,"Female","A levels",2,"Against","It is not 100% effective ","Anti",7,710,220,"Against","PRO",1,0,1,0,0,1,1
17,1659956901708,"08/08/2022 11:08:21","task-lkrz",94118,6893775,2,15,"Strongly Agree","statements",19,"A few times a year","Most months",21,"Female","A levels",3,"Against","It has been developed too fast to be effective and safe. ","Anti",7,711,220,"Against","PRO",1,0,1,0,0,1,1
21,1659956924715,"08/08/2022 11:08:44","task-lkrz",94118,6893775,2,19,"Strongly Agree","statements",16,"Rarely","Once or twice a year",48,"Female","GCSEs",1,"Against","Side effects that will make me ill badly ","Anti",7,691,220,"Against","PRO",1,0,1,0,0,1,1
23,1659956930886,"08/08/2022 11:08:50","task-lkrz",94118,6893775,2,21,"Strongly Agree","statements",19,"A few times a year","Most months",21,"Female","A levels",1,"Against","We have no information about long term side effects","Anti",7,709,220,"Against","PRO",1,0,1,0,0,1,1
24,1659956937952,"08/08/2022 11:08:57","task-lkrz",94118,6893775,2,22,"Somewhat Agree","statements",12,"Most months","Most months",24,"Male","Undergraduate degree (BSc, BA)",3,"Against","They don't trust the companies that make it.","Anti",5,669,220,"Against","PRO",1,0,1,0,0,0,0
25,1659956942480,"08/08/2022 11:09:02","task-lkrz",94118,6893775,2,23,"Strongly Disagree","statements",15,"Rarely","Rarely",35,"Female","Undergraduate degree (BSc, BA)",2,"Against","Not necessary as I am not at personal risk","Anti",1,686,220,"Against","PRO",1,0,1,0,0,0,0
27,1659956955544,"08/08/2022 11:09:15","task-lkrz",94118,6893775,2,25,"Agree","statements",11,"Most weeks","Once or twice a year",25,"Female","Undergraduate degree (BSc, BA)",3,"Against","They've never had the flu jab and have never been badly affected by flu so donât see the point ","Anti",6,663,220,"Against","PRO",1,0,1,0,0,1,1
30,1659956967792,"08/08/2022 11:09:27","task-lkrz",94118,6893775,2,28,"Agree","statements",11,"Most weeks","Once or twice a year",25,"Female","Undergraduate degree (BSc, BA)",2,"Against","It's a money making scheme ","Anti",6,662,220,"Against","PRO",1,0,1,0,0,1,1
31,1659956972268,"08/08/2022 11:09:32","task-lkrz",94118,6893775,2,29,"Strongly Agree","statements",13,"Rarely","Rarely",33,"Female","A levels",2,"Against","who knows what the long term effects will be from the vaccine.","Anti",7,674,220,"Against","PRO",1,0,1,0,0,1,1
32,1659956976048,"08/08/2022 11:09:36","task-lkrz",94118,6893775,2,30,"Somewhat Disagree","statements",18,"A few times a year","Most weeks",22,"Female","GCSEs,A levels,Undergraduate degree (BSc, BA)",1,"Against","It's not safe because the trials were rushed","Anti",3,703,220,"Against","PRO",1,0,1,0,0,0,0
34,1659956984341,"08/08/2022 11:09:44","task-lkrz",94118,6893775,2,32,"Somewhat Agree","statements",12,"Most months","Most months",24,"Male","Undergraduate degree (BSc, BA)",2,"Against","They know people who have had bad side effects.","Anti",5,668,220,"Against","PRO",1,0,1,0,0,0,0
35,1659956988938,"08/08/2022 11:09:48","task-lkrz",94118,6893775,2,33,"Strongly Agree","statements",12,"Most months","Most months",24,"Male","Undergraduate degree (BSc, BA)",1,"Against","I am worried about what is in it.","Anti",7,667,220,"Against","PRO",1,0,1,0,0,1,1
37,1659956998482,"08/08/2022 11:09:58","task-lkrz",94118,6893775,2,35,"Somewhat Disagree","statements",17,"A few times a year","A few times a year",20,"Female","A levels",3,"Against","The vaccine had been developed too quickly, theres not been enough testing.","Anti",3,699,220,"Against","PRO",1,0,1,0,0,0,0
43,1659957031255,"08/08/2022 11:10:31","task-lkrz",94118,6893775,2,41,"Somewhat Agree","statements",15,"Rarely","Rarely",35,"Female","Undergraduate degree (BSc, BA)",1,"Against","Not safe as it's been rushed ","Anti",5,685,220,"Against","PRO",1,0,1,0,0,0,0
44,1659957033732,"08/08/2022 11:10:33","task-lkrz",94118,6893775,2,42,"Somewhat Agree","statements",14,"Most months","Most days",51,"Female","Undergraduate degree (BSc, BA)",2,"Against","Affects my fertility ","Anti",5,680,220,"Against","PRO",1,0,1,0,0,0,0
45,1659957039764,"08/08/2022 11:10:39","task-lkrz",94118,6893775,2,43,"Agree","statements",16,"Rarely","Once or twice a year",48,"Female","GCSEs",3,"Against","Am a very healthy person I donât need this vaccine ","Anti",6,693,220,"Against","PRO",1,0,1,0,0,1,1
52,1659957077320,"08/08/2022 11:11:17","task-lkrz",94118,6893775,2,50,"Somewhat Agree","statements",17,"A few times a year","A few times a year",20,"Female","A levels",1,"Against","Jesus protects me against all things and therefore I don't need a vaccine.","Anti",5,697,220,"Against","PRO",1,0,1,0,0,0,0
54,1659957087905,"08/08/2022 11:11:27","task-lkrz",94118,6893775,2,52,"Strongly Agree","statements",18,"A few times a year","Most weeks",22,"Female","GCSEs,A levels,Undergraduate degree (BSc, BA)",2,"Against","Worried about the side effects","Anti",7,704,220,"Against","PRO",1,0,1,0,0,1,1
57,1659957105494,"08/08/2022 11:11:45","task-lkrz",94118,6893775,2,55,"Agree","statements",13,"Rarely","Rarely",33,"Female","A levels",1,"Against","they havent had enough time to research it properly.","Anti",6,673,220,"Against","PRO",1,0,1,0,0,1,1
58,1659957109540,"08/08/2022 11:11:49","task-lkrz",94118,6893775,2,56,"Somewhat Agree","statements",14,"Most months","Most days",51,"Female","Undergraduate degree (BSc, BA)",3,"Against","It is painful and makes you feel unwell ","Anti",5,681,220,"Against","PRO",1,0,1,0,0,0,0
61,1659957124702,"08/08/2022 11:12:04","task-lkrz",94118,6893775,2,59,"Somewhat Disagree","statements",20,"Never","A few times a year",57,"Female","Undergraduate degree (BSc, BA)",3,"Against","I think some people are influenced against the vaccine by family or friends who believe the above reasons","Anti",3,717,220,"Against","PRO",1,0,1,0,0,0,0
63,1659957131011,"08/08/2022 11:12:11","task-lkrz",94118,6893775,2,61,"Strongly Disagree","statements",17,"A few times a year","A few times a year",20,"Female","A levels",2,"Against","The government might impact a chip in me through the needle or change my dna","Anti",1,698,220,"Against","PRO",1,0,1,0,0,0,0
64,1659957134313,"08/08/2022 11:12:14","task-lkrz",94118,6893775,2,62,"Somewhat Agree","statements",11,"Most weeks","Once or twice a year",25,"Female","Undergraduate degree (BSc, BA)",1,"Against","It was developed too quickly ","Anti",5,661,220,"Against","PRO",1,0,1,0,0,0,0
5,1659954844235,"08/08/2022 10:34:04","task-ig1e",94118,6893608,2,3,"Somewhat Agree","statements",28,"Rarely","Most weeks",41,"Male","Doctorate (PhD)",1,"Against","The vaccine has been developed too quickly and has not been properly tested over a long period of time.","Anti",5,763,221,"Against","PRO",1,0,1,0,0,0,0
6,1659954849299,"08/08/2022 10:34:09","task-ig1e",94118,6893608,2,4,"Neither Agree nor Disagree","statements",25,"Rarely","Most weeks",22,"Male","GCSEs,Vocational Training / Apprenticeship",1,"Against","It can cause long term damage like blood clots","Anti",4,745,221,"Against","PRO",1,0,1,0,0,0,0
9,1659954873688,"08/08/2022 10:34:33","task-ig1e",94118,6893608,2,7,"Somewhat Agree","statements",24,"Rarely","A few times a year",22,"Male","Undergraduate degree (BSc, BA)",1,"Against","I do not think the vaccines are safe.","Anti",5,739,221,"Against","PRO",1,0,1,0,0,0,0
10,1659954874832,"08/08/2022 10:34:34","task-ig1e",94118,6893608,2,8,"Somewhat Agree","statements",27,"Rarely","Rarely",32,"Female","Postgraduate degree (MSc, MA, MPhil)",3,"Against","The vaccine has been rushed. ","Anti",5,759,221,"Against","PRO",1,0,1,0,0,0,0
13,1659954883266,"08/08/2022 10:34:43","task-ig1e",94118,6893608,2,11,"Strongly Disagree","statements",25,"Rarely","Most weeks",22,"Male","GCSEs,Vocational Training / Apprenticeship",2,"Against","They are unsafe because I watch the news","Anti",1,746,221,"Against","PRO",1,0,1,0,0,0,0
14,1659954886270,"08/08/2022 10:34:46","task-ig1e",94118,6893608,2,12,"Somewhat Agree","statements",23,"Rarely","Most weeks",36,"Male","Undergraduate degree (BSc, BA)",1,"Against","The vaccines haven't been tested enough for specific groups which I consider to be in.","Anti",5,733,221,"Against","PRO",1,0,1,0,0,0,0
15,1659954889965,"08/08/2022 10:34:49","task-ig1e",94118,6893608,2,13,"Somewhat Agree","statements",21,"Most months","Rarely",34,"Female","Undergraduate degree (BSc, BA)",2,"Against","I am concerned about side effects and other health risks that might develop from having the vaccine","Anti",5,722,221,"Against","PRO",1,0,1,0,0,0,0
16,1659954893819,"08/08/2022 10:34:53","task-ig1e",94118,6893608,2,14,"Somewhat Disagree","statements",27,"Rarely","Rarely",32,"Female","Postgraduate degree (MSc, MA, MPhil)",1,"Against","I don't believe in the vaccine. ","Anti",3,757,221,"Against","PRO",1,0,1,0,0,0,0
17,1659954895147,"08/08/2022 10:34:55","task-ig1e",94118,6893608,2,15,"Somewhat Agree","statements",22,"Rarely","A few times a year",20,"Female","A levels",2,"Against","Developed in a short timeframe","Anti",5,728,221,"Against","PRO",1,0,1,0,0,0,0
19,1659954901037,"08/08/2022 10:35:01","task-ig1e",94118,6893608,2,17,"Strongly Disagree","statements",29,"Rarely","Once or twice a year",32,"Male","Undergraduate degree (BSc, BA)",3,"Against","I'm a moron and think Bill Gates wants to put a microchip in me","Anti",1,771,221,"Against","PRO",1,0,1,0,0,0,0
22,1659954908147,"08/08/2022 10:35:08","task-ig1e",94118,6893608,2,20,"Somewhat Agree","statements",21,"Most months","Rarely",34,"Female","Undergraduate degree (BSc, BA)",3,"Against","I don't believe the vaccine will work","Anti",5,723,221,"Against","PRO",1,0,1,0,0,0,0
27,1659954922228,"08/08/2022 10:35:22","task-ig1e",94118,6893608,2,25,"Somewhat Agree","statements",23,"Rarely","Most weeks",36,"Male","Undergraduate degree (BSc, BA)",3,"Against","The vaccines are not completely effective so I see no point in having one  ","Anti",5,735,221,"Against","PRO",1,0,1,0,0,0,0
29,1659954927025,"08/08/2022 10:35:27","task-ig1e",94118,6893608,2,27,"Somewhat Agree","statements",29,"Rarely","Once or twice a year",32,"Male","Undergraduate degree (BSc, BA)",1,"Against","Worry about side effects","Anti",5,769,221,"Against","PRO",1,0,1,0,0,0,0
30,1659954928198,"08/08/2022 10:35:28","task-ig1e",94118,6893608,2,28,"Somewhat Agree","statements",28,"Rarely","Most weeks",41,"Male","Doctorate (PhD)",2,"Against","There are other ways to mitigate the impact of the disease and vaccination isn't necessary","Anti",5,764,221,"Against","PRO",1,0,1,0,0,0,0
31,1659954929404,"08/08/2022 10:35:29","task-ig1e",94118,6893608,2,29,"Somewhat Agree","statements",30,"Never","Most weeks",21,"Female","A levels",2,"Against","I'm worried I will get long term effects from the vaccine or be effected negatively by it.","Anti",5,776,221,"Against","PRO",1,0,1,0,0,0,0
32,1659954931725,"08/08/2022 10:35:31","task-ig1e",94118,6893608,2,30,"Somewhat Agree","statements",26,"A few times a year","Most weeks",29,"Male","Undergraduate degree (BSc, BA)",1,"Against","Chemicals are dangerous as not everyone understands the science","Anti",5,751,221,"Against","PRO",1,0,1,0,0,0,0
35,1659954938930,"08/08/2022 10:35:38","task-ig1e",94118,6893608,2,33,"Somewhat Agree","statements",30,"Never","Most weeks",21,"Female","A levels",1,"Against","I fear that the vaccine isn't safe.","Anti",5,775,221,"Against","PRO",1,0,1,0,0,0,0
39,1659954950821,"08/08/2022 10:35:50","task-ig1e",94118,6893608,2,37,"Somewhat Agree","statements",28,"Rarely","Most weeks",41,"Male","Doctorate (PhD)",3,"Against","I think that the vaccine might cause side effects that might be worse than the disease itself and that having a vaccine is not worth the risk","Anti",5,765,221,"Against","PRO",1,0,1,0,0,0,0
41,1659954954190,"08/08/2022 10:35:54","task-ig1e",94118,6893608,2,39,"Somewhat Agree","statements",30,"Never","Most weeks",21,"Female","A levels",3,"Against","I believe we haven't had enough time to develop the vaccine.","Anti",5,777,221,"Against","PRO",1,0,1,0,0,0,0
44,1659954959596,"08/08/2022 10:35:59","task-ig1e",94118,6893608,2,42,"Somewhat Agree","statements",21,"Most months","Rarely",34,"Female","Undergraduate degree (BSc, BA)",1,"Against","The vaccine has been rushed, normally it would take years to develop a vaccine","Anti",5,721,221,"Against","PRO",1,0,1,0,0,0,0
47,1659954976168,"08/08/2022 10:36:16","task-ig1e",94118,6893608,2,45,"Somewhat Agree","statements",26,"A few times a year","Most weeks",29,"Male","Undergraduate degree (BSc, BA)",2,"Against","Not enough evidence, not enough time and research done","Anti",5,752,221,"Against","PRO",1,0,1,0,0,0,0
48,1659954977840,"08/08/2022 10:36:17","task-ig1e",94118,6893608,2,46,"Somewhat Agree","statements",25,"Rarely","Most weeks",22,"Male","GCSEs,Vocational Training / Apprenticeship",3,"Against","They were rushed, it usually takes year for vaccines to be developed safely","Anti",5,747,221,"Against","PRO",1,0,1,0,0,0,0
49,1659954979451,"08/08/2022 10:36:19","task-ig1e",94118,6893608,2,47,"Disagree","statements",29,"Rarely","Once or twice a year",32,"Male","Undergraduate degree (BSc, BA)",2,"Against","Scared of needles/injections","Anti",2,770,221,"Against","PRO",1,0,1,0,0,0,0
50,1659954982020,"08/08/2022 10:36:22","task-ig1e",94118,6893608,2,48,"Disagree","statements",22,"Rarely","A few times a year",20,"Female","A levels",3,"Against","Government controls us through vaccines","Anti",2,729,221,"Against","PRO",1,0,1,0,0,0,0
54,1659954992184,"08/08/2022 10:36:32","task-ig1e",94118,6893608,2,52,"Somewhat Agree","statements",26,"A few times a year","Most weeks",29,"Male","Undergraduate degree (BSc, BA)",3,"Against","After effects the dangers for reaciton","Anti",5,753,221,"Against","PRO",1,0,1,0,0,0,0
55,1659954996290,"08/08/2022 10:36:36","task-ig1e",94118,6893608,2,53,"Somewhat Agree","statements",23,"Rarely","Most weeks",36,"Male","Undergraduate degree (BSc, BA)",2,"Against","The vaccines haven't been in general circulation long enough to fully understand any longer term health implications. ","Anti",5,734,221,"Against","PRO",1,0,1,0,0,0,0
59,1659955011459,"08/08/2022 10:36:51","task-ig1e",94118,6893608,2,57,"Somewhat Agree","statements",24,"Rarely","A few times a year",22,"Male","Undergraduate degree (BSc, BA)",2,"Against","I am young and so covid does not pose much risk to me, so I don't care about getting a vaccine.","Anti",5,740,221,"Against","PRO",1,0,1,0,0,0,0
60,1659955013272,"08/08/2022 10:36:53","task-ig1e",94118,6893608,2,58,"Somewhat Agree","statements",27,"Rarely","Rarely",32,"Female","Postgraduate degree (MSc, MA, MPhil)",2,"Against","The vaccine is not safe. ","Anti",5,758,221,"Against","PRO",1,0,1,0,0,0,0
61,1659955014462,"08/08/2022 10:36:54","task-ig1e",94118,6893608,2,59,"Somewhat Agree","statements",22,"Rarely","A few times a year",20,"Female","A levels",1,"Against","Don't know what's in it","Anti",5,727,221,"Against","PRO",1,0,1,0,0,0,0
62,1659955015702,"08/08/2022 10:36:55","task-ig1e",94118,6893608,2,60,"Somewhat Agree","statements",24,"Rarely","A few times a year",22,"Male","Undergraduate degree (BSc, BA)",3,"Against","I do not trust the companies making the vaccines.","Anti",5,741,221,"Against","PRO",1,0,1,0,0,0,0
3,1659955389266,"08/08/2022 10:43:09","task-ig1e",94118,6893659,2,1,"Agree","statements",23,"Rarely","Most weeks",36,"Male","Undergraduate degree (BSc, BA)",3,"Against","The vaccines are not completely effective so I see no point in having one  ","Anti",6,735,222,"Against","PRO",1,0,1,0,0,1,1
4,1659955393129,"08/08/2022 10:43:13","task-ig1e",94118,6893659,2,2,"Agree","statements",21,"Most months","Rarely",34,"Female","Undergraduate degree (BSc, BA)",2,"Against","I am concerned about side effects and other health risks that might develop from having the vaccine","Anti",6,722,222,"Against","PRO",1,0,1,0,0,1,1
5,1659955397088,"08/08/2022 10:43:17","task-ig1e",94118,6893659,2,3,"Somewhat Agree","statements",22,"Rarely","A few times a year",20,"Female","A levels",1,"Against","Don't know what's in it","Anti",5,727,222,"Against","PRO",1,0,1,0,0,0,0
6,1659955399143,"08/08/2022 10:43:19","task-ig1e",94118,6893659,2,4,"Strongly Disagree","statements",29,"Rarely","Once or twice a year",32,"Male","Undergraduate degree (BSc, BA)",2,"Against","Scared of needles/injections","Anti",1,770,222,"Against","PRO",1,0,1,0,0,0,0
11,1659955421057,"08/08/2022 10:43:41","task-ig1e",94118,6893659,2,9,"Agree","statements",26,"A few times a year","Most weeks",29,"Male","Undergraduate degree (BSc, BA)",3,"Against","After effects the dangers for reaciton","Anti",6,753,222,"Against","PRO",1,0,1,0,0,1,1
12,1659955422657,"08/08/2022 10:43:42","task-ig1e",94118,6893659,2,10,"Agree","statements",21,"Most months","Rarely",34,"Female","Undergraduate degree (BSc, BA)",1,"Against","The vaccine has been rushed, normally it would take years to develop a vaccine","Anti",6,721,222,"Against","PRO",1,0,1,0,0,1,1
16,1659955437286,"08/08/2022 10:43:57","task-ig1e",94118,6893659,2,14,"Neither Agree nor Disagree","statements",24,"Rarely","A few times a year",22,"Male","Undergraduate degree (BSc, BA)",3,"Against","I do not trust the companies making the vaccines.","Anti",4,741,222,"Against","PRO",1,0,1,0,0,0,0
19,1659955446068,"08/08/2022 10:44:06","task-ig1e",94118,6893659,2,17,"Agree","statements",30,"Never","Most weeks",21,"Female","A levels",3,"Against","I believe we haven't had enough time to develop the vaccine.","Anti",6,777,222,"Against","PRO",1,0,1,0,0,1,1
21,1659955451280,"08/08/2022 10:44:11","task-ig1e",94118,6893659,2,19,"Agree","statements",29,"Rarely","Once or twice a year",32,"Male","Undergraduate degree (BSc, BA)",1,"Against","Worry about side effects","Anti",6,769,222,"Against","PRO",1,0,1,0,0,1,1
24,1659955463782,"08/08/2022 10:44:23","task-ig1e",94118,6893659,2,22,"Neither Agree nor Disagree","statements",24,"Rarely","A few times a year",22,"Male","Undergraduate degree (BSc, BA)",1,"Against","I do not think the vaccines are safe.","Anti",4,739,222,"Against","PRO",1,0,1,0,0,0,0
25,1659955466337,"08/08/2022 10:44:26","task-ig1e",94118,6893659,2,23,"Agree","statements",23,"Rarely","Most weeks",36,"Male","Undergraduate degree (BSc, BA)",1,"Against","The vaccines haven't been tested enough for specific groups which I consider to be in.","Anti",6,733,222,"Against","PRO",1,0,1,0,0,1,1
