"Event.Index","UTC.Timestamp","UTC.Date","Tree.Node.Key","Experiment.ID","Participant.Private.ID","Task.Version","Trial.Number","Response","display","ARGUER_ID","discuss_1","read_1","age","gender","edu","argument_ID","Arg_Position","Arguments","rater_position","response_ratings","argument_index","Rater_ID","argument_Position","Arguer_Position","ITT_Condition_ProArguers","ITT_Condition_AntiArguers","ITT_cond","ITT_Baseline_ProArguers","ITT_Baseline_AntiArguers"
49,1658860197918,"26/07/2022 18:29:57","task-an6x",93981,6842894,3,47,"Neither Agree nor Disagree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",4,"Against","The vaccine is not safe to receive.","Anti",4,22,102,"Against","ANTI",0,0,0,0,1
50,1658860209679,"26/07/2022 18:30:09","task-an6x",93981,6842894,3,48,"Agree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",5,"Against","I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test","Anti",6,47,102,"Against","ANTI",0,0,0,0,1
53,1658860224597,"26/07/2022 18:30:24","task-an6x",93981,6842894,3,51,"Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",5,"Against","I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.","Anti",6,41,102,"Against","ANTI",0,0,0,0,1
54,1658860230879,"26/07/2022 18:30:30","task-an6x",93981,6842894,3,52,"Neither Agree nor Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",5,"Against","I am living in a country where the outbreak has been managed well/practically non-existent","Anti",4,53,102,"Against","ANTI",0,0,0,0,1
55,1658860235015,"26/07/2022 18:30:35","task-an6x",93981,6842894,3,53,"Agree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",4,"Against","I don't know what's in it ","Anti",6,58,102,"Against","ANTI",0,0,0,0,1
56,1658860240819,"26/07/2022 18:30:40","task-an6x",93981,6842894,3,54,"Somewhat Disagree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",5,"Against","Im not mixing with other people ","Anti",3,17,102,"Against","ANTI",0,0,0,0,1
59,1658860263415,"26/07/2022 18:31:03","task-an6x",93981,6842894,3,57,"Disagree","statements",6,"Most weeks","Most days",32,"Female","A levels",4,"Against","The rate of death from covid-19 is very low and a vaccine isn't needed","Anti",2,34,102,"Against","ANTI",0,0,0,0,1
60,1658860271930,"26/07/2022 18:31:11","task-an6x",93981,6842894,3,58,"Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",6,"Against","I might be the one who gets the blood clots.","Anti",6,42,102,"Against","ANTI",0,0,0,0,1
61,1658860279278,"26/07/2022 18:31:19","task-an6x",93981,6842894,3,59,"Agree","statements",6,"Most weeks","Most days",32,"Female","A levels",6,"Against","It is a new technology that was considered unethical before thats why it was never passed ","Anti",6,36,102,"Against","ANTI",0,0,0,0,1
62,1658860285518,"26/07/2022 18:31:25","task-an6x",93981,6842894,3,60,"Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",5,"Against","Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.","Anti",6,11,102,"Against","ANTI",0,0,0,0,1
64,1658860302920,"26/07/2022 18:31:42","task-an6x",93981,6842894,3,62,"Neither Agree nor Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",4,"Against","If enough people get a vaccine, whether I do or not is inconsequential","Anti",4,52,102,"Against","ANTI",0,0,0,0,1
5,1658861317861,"26/07/2022 18:48:37","task-an6x",93981,6843053,3,3,"Strongly Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",6,"Against","I might be the one who gets the blood clots.","Anti",7,42,103,"Against","ANTI",0,0,0,0,1
7,1658861325703,"26/07/2022 18:48:45","task-an6x",93981,6843053,3,5,"Somewhat Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",5,"Against","Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.","Anti",5,11,103,"Against","ANTI",0,0,0,0,1
8,1658861327259,"26/07/2022 18:48:47","task-an6x",93981,6843053,3,6,"Somewhat Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",4,"Against","I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.","Anti",5,10,103,"Against","ANTI",0,0,0,0,1
10,1658861335343,"26/07/2022 18:48:55","task-an6x",93981,6843053,3,8,"Strongly Agree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",4,"Against","I don't know what's in it ","Anti",7,58,103,"Against","ANTI",0,0,0,0,1
12,1658861349984,"26/07/2022 18:49:09","task-an6x",93981,6843053,3,10,"Neither Agree nor Disagree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",6,"Against","I am undergoing treatment for cancer","Anti",4,48,103,"Against","ANTI",0,0,0,0,1
18,1658861383157,"26/07/2022 18:49:43","task-an6x",93981,6843053,3,16,"Disagree","statements",1,"Most days","Most months",32,"Female","A levels",5,"Against","if you were to have covid you would have already.","Anti",2,5,103,"Against","ANTI",0,0,0,0,1
19,1658861387348,"26/07/2022 18:49:47","task-an6x",93981,6843053,3,17,"Neither Agree nor Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",4,"Against","If enough people get a vaccine, whether I do or not is inconsequential","Anti",4,52,103,"Against","ANTI",0,0,0,0,1
21,1658861394999,"26/07/2022 18:49:54","task-an6x",93981,6843053,3,19,"Strongly Disagree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",6,"Against","I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.","Anti",1,30,103,"Against","ANTI",0,0,0,0,1
22,1658861400755,"26/07/2022 18:50:00","task-an6x",93981,6843053,3,20,"Neither Agree nor Disagree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",4,"Against","The risk of dying from Covid is only 0.03% unless you have an underlying health problem.","Anti",4,28,103,"Against","ANTI",0,0,0,0,1
23,1658861404816,"26/07/2022 18:50:04","task-an6x",93981,6843053,3,21,"Somewhat Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",6,"Against","I get tested all the time and can afford to self-isolate","Anti",3,54,103,"Against","ANTI",0,0,0,0,1
24,1658861410555,"26/07/2022 18:50:10","task-an6x",93981,6843053,3,22,"Strongly Agree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",5,"Against","I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.","Anti",7,29,103,"Against","ANTI",0,0,0,0,1
27,1658861417733,"26/07/2022 18:50:17","task-an6x",93981,6843053,3,25,"Strongly Agree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",6,"Against","Im unsure of the long term affects","Anti",7,18,103,"Against","ANTI",0,0,0,0,1
30,1658861425997,"26/07/2022 18:50:25","task-an6x",93981,6843053,3,28,"Neither Agree nor Disagree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",5,"Against","Im not mixing with other people ","Anti",4,17,103,"Against","ANTI",0,0,0,0,1
31,1658861428660,"26/07/2022 18:50:28","task-an6x",93981,6843053,3,29,"Strongly Agree","statements",6,"Most weeks","Most days",32,"Female","A levels",5,"Against","The vaccine hasn't been tested for long enough to ensure its safety and effectiveness ","Anti",7,35,103,"Against","ANTI",0,0,0,0,1
32,1658861432708,"26/07/2022 18:50:32","task-an6x",93981,6843053,3,30,"Neither Agree nor Disagree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",5,"Against","I've never had a vaccine and never will","Anti",4,59,103,"Against","ANTI",0,0,0,0,1
33,1658861440629,"26/07/2022 18:50:40","task-an6x",93981,6843053,3,31,"Somewhat Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",5,"Against","I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.","Anti",5,41,103,"Against","ANTI",0,0,0,0,1
36,1658861452964,"26/07/2022 18:50:52","task-an6x",93981,6843053,3,34,"Strongly Agree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",4,"Against","It hasnt been tested for long enough ","Anti",7,16,103,"Against","ANTI",0,0,0,0,1
37,1658861456555,"26/07/2022 18:50:56","task-an6x",93981,6843053,3,35,"Strongly Agree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",5,"Against","Its not been developed for long enough.","Anti",7,23,103,"Against","ANTI",0,0,0,0,1
41,1658861471652,"26/07/2022 18:51:11","task-an6x",93981,6843053,3,39,"Neither Agree nor Disagree","statements",6,"Most weeks","Most days",32,"Female","A levels",6,"Against","It is a new technology that was considered unethical before thats why it was never passed ","Anti",4,36,103,"Against","ANTI",0,0,0,0,1
43,1658861477230,"26/07/2022 18:51:17","task-an6x",93981,6843053,3,41,"Strongly Agree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",4,"Against","I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind","Anti",7,46,103,"Against","ANTI",0,0,0,0,1
47,1658861491763,"26/07/2022 18:51:31","task-an6x",93981,6843053,3,45,"Somewhat Disagree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",6,"Against","It will have serious consequences on peoples health.","Anti",3,24,103,"Against","ANTI",0,0,0,0,1
48,1658861498136,"26/07/2022 18:51:38","task-an6x",93981,6843053,3,46,"Somewhat Disagree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",6,"Against","Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.","Anti",3,12,103,"Against","ANTI",0,0,0,0,1
50,1658861503575,"26/07/2022 18:51:43","task-an6x",93981,6843053,3,48,"Strongly Agree","statements",1,"Most days","Most months",32,"Female","A levels",6,"Against","it's still in its trial stages.","Anti",7,6,103,"Against","ANTI",0,0,0,0,1
51,1658861509533,"26/07/2022 18:51:49","task-an6x",93981,6843053,3,49,"Neither Agree nor Disagree","statements",6,"Most weeks","Most days",32,"Female","A levels",4,"Against","The rate of death from covid-19 is very low and a vaccine isn't needed","Anti",4,34,103,"Against","ANTI",0,0,0,0,1
53,1658861516546,"26/07/2022 18:51:56","task-an6x",93981,6843053,3,51,"Strongly Agree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",5,"Against","I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test","Anti",7,47,103,"Against","ANTI",0,0,0,0,1
55,1658861521692,"26/07/2022 18:52:01","task-an6x",93981,6843053,3,53,"Strongly Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",4,"Against","I don't think have taken enough time to test the vaccine properly.","Anti",7,40,103,"Against","ANTI",0,0,0,0,1
56,1658861523529,"26/07/2022 18:52:03","task-an6x",93981,6843053,3,54,"Strongly Agree","statements",1,"Most days","Most months",32,"Female","A levels",4,"Against","the vaccine has side effects.

","Anti",7,4,103,"Against","ANTI",0,0,0,0,1
58,1658861531020,"26/07/2022 18:52:11","task-an6x",93981,6843053,3,56,"Somewhat Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",5,"Against","I am living in a country where the outbreak has been managed well/practically non-existent","Anti",3,53,103,"Against","ANTI",0,0,0,0,1
60,1658861536387,"26/07/2022 18:52:16","task-an6x",93981,6843053,3,58,"Neither Agree nor Disagree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",4,"Against","The vaccine is not safe to receive.","Anti",4,22,103,"Against","ANTI",0,0,0,0,1
64,1658861551745,"26/07/2022 18:52:31","task-an6x",93981,6843053,3,62,"Neither Agree nor Disagree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",6,"Against","The vaccine was man made","Anti",4,60,103,"Against","ANTI",0,0,0,0,1
4,1658861453231,"26/07/2022 18:50:53","task-an6x",93981,6843046,3,1,"Strongly Agree","statements",1,"Most days","Most months",32,"Female","A levels",4,"Against","the vaccine has side effects.

","Anti",7,4,104,"Against","ANTI",0,0,0,0,1
6,1658861465294,"26/07/2022 18:51:05","task-an6x",93981,6843046,3,3,"Agree","statements",1,"Most days","Most months",32,"Female","A levels",5,"Against","if you were to have covid you would have already.","Anti",6,5,104,"Against","ANTI",0,0,0,0,1
7,1658861470113,"26/07/2022 18:51:10","task-an6x",93981,6843046,3,4,"Agree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",4,"Against","I don't know what's in it ","Anti",6,58,104,"Against","ANTI",0,0,0,0,1
9,1658861484438,"26/07/2022 18:51:24","task-an6x",93981,6843046,3,6,"Somewhat Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",5,"Against","Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.","Anti",5,11,104,"Against","ANTI",0,0,0,0,1
12,1658861495778,"26/07/2022 18:51:35","task-an6x",93981,6843046,3,9,"Somewhat Agree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",6,"Against","It will have serious consequences on peoples health.","Anti",5,24,104,"Against","ANTI",0,0,0,0,1
13,1658861499640,"26/07/2022 18:51:39","task-an6x",93981,6843046,3,10,"Somewhat Disagree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",5,"Against","Im not mixing with other people ","Anti",3,17,104,"Against","ANTI",0,0,0,0,1
14,1658861505470,"26/07/2022 18:51:45","task-an6x",93981,6843046,3,11,"Strongly Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",4,"Against","I don't think have taken enough time to test the vaccine properly.","Anti",7,40,104,"Against","ANTI",0,0,0,0,1
17,1658861516647,"26/07/2022 18:51:56","task-an6x",93981,6843046,3,14,"Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",6,"Against","I might be the one who gets the blood clots.","Anti",6,42,104,"Against","ANTI",0,0,0,0,1
18,1658861519508,"26/07/2022 18:51:59","task-an6x",93981,6843046,3,15,"Agree","statements",1,"Most days","Most months",32,"Female","A levels",6,"Against","it's still in its trial stages.","Anti",6,6,104,"Against","ANTI",0,0,0,0,1
20,1658861527922,"26/07/2022 18:52:07","task-an6x",93981,6843046,3,17,"Agree","statements",6,"Most weeks","Most days",32,"Female","A levels",6,"Against","It is a new technology that was considered unethical before thats why it was never passed ","Anti",6,36,104,"Against","ANTI",0,0,0,0,1
21,1658861531939,"26/07/2022 18:52:11","task-an6x",93981,6843046,3,18,"Agree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",5,"Against","I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test","Anti",6,47,104,"Against","ANTI",0,0,0,0,1
22,1658861535106,"26/07/2022 18:52:15","task-an6x",93981,6843046,3,19,"Agree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",4,"Against","I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind","Anti",6,46,104,"Against","ANTI",0,0,0,0,1
29,1658861569856,"26/07/2022 18:52:49","task-an6x",93981,6843046,3,26,"Strongly Agree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",5,"Against","I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.","Anti",7,29,104,"Against","ANTI",0,0,0,0,1
30,1658861575319,"26/07/2022 18:52:55","task-an6x",93981,6843046,3,27,"Disagree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",6,"Against","I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.","Anti",2,30,104,"Against","ANTI",0,0,0,0,1
31,1658861578864,"26/07/2022 18:52:58","task-an6x",93981,6843046,3,28,"Somewhat Agree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",4,"Against","The vaccine is not safe to receive.","Anti",5,22,104,"Against","ANTI",0,0,0,0,1
32,1658861583883,"26/07/2022 18:53:03","task-an6x",93981,6843046,3,29,"Disagree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",5,"Against","I've never had a vaccine and never will","Anti",2,59,104,"Against","ANTI",0,0,0,0,1
33,1658861586347,"26/07/2022 18:53:06","task-an6x",93981,6843046,3,30,"Agree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",6,"Against","The vaccine was man made","Anti",6,60,104,"Against","ANTI",0,0,0,0,1
34,1658861586620,"26/07/2022 18:53:06","task-an6x",93981,6843046,3,31,"Strongly Agree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",4,"Against","If enough people get a vaccine, whether I do or not is inconsequential","Anti",7,52,104,"Against","ANTI",0,0,0,0,1
35,1658861591955,"26/07/2022 18:53:11","task-an6x",93981,6843046,3,32,"Somewhat Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",4,"Against","I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.","Anti",5,10,104,"Against","ANTI",0,0,0,0,1
36,1658861595580,"26/07/2022 18:53:15","task-an6x",93981,6843046,3,33,"Strongly Disagree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",6,"Against","I am undergoing treatment for cancer","Anti",1,48,104,"Against","ANTI",0,0,0,0,1
43,1658861623762,"26/07/2022 18:53:43","task-an6x",93981,6843046,3,40,"Neither Agree nor Disagree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",5,"Against","I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.","Anti",4,41,104,"Against","ANTI",0,0,0,0,1
44,1658861628713,"26/07/2022 18:53:48","task-an6x",93981,6843046,3,41,"Strongly Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",6,"Against","I get tested all the time and can afford to self-isolate","Anti",1,54,104,"Against","ANTI",0,0,0,0,1
45,1658861632544,"26/07/2022 18:53:52","task-an6x",93981,6843046,3,42,"Strongly Disagree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",5,"Against","Its not been developed for long enough.","Anti",1,23,104,"Against","ANTI",0,0,0,0,1
46,1658861635687,"26/07/2022 18:53:55","task-an6x",93981,6843046,3,43,"Strongly Agree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",4,"Against","It hasnt been tested for long enough ","Anti",7,16,104,"Against","ANTI",0,0,0,0,1
48,1658861647464,"26/07/2022 18:54:07","task-an6x",93981,6843046,3,45,"Neither Agree nor Disagree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",6,"Against","Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.","Anti",4,12,104,"Against","ANTI",0,0,0,0,1
49,1658861651881,"26/07/2022 18:54:11","task-an6x",93981,6843046,3,46,"Strongly Agree","statements",6,"Most weeks","Most days",32,"Female","A levels",5,"Against","The vaccine hasn't been tested for long enough to ensure its safety and effectiveness ","Anti",7,35,104,"Against","ANTI",0,0,0,0,1
53,1658861670969,"26/07/2022 18:54:30","task-an6x",93981,6843046,3,50,"Strongly Agree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",4,"Against","The risk of dying from Covid is only 0.03% unless you have an underlying health problem.","Anti",7,28,104,"Against","ANTI",0,0,0,0,1
56,1658861681847,"26/07/2022 18:54:41","task-an6x",93981,6843046,3,53,"Somewhat Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",5,"Against","I am living in a country where the outbreak has been managed well/practically non-existent","Anti",3,53,104,"Against","ANTI",0,0,0,0,1
57,1658861685350,"26/07/2022 18:54:45","task-an6x",93981,6843046,3,54,"Strongly Agree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",6,"Against","Im unsure of the long term affects","Anti",7,18,104,"Against","ANTI",0,0,0,0,1
62,1658861706556,"26/07/2022 18:55:06","task-an6x",93981,6843046,3,59,"Somewhat Agree","statements",6,"Most weeks","Most days",32,"Female","A levels",4,"Against","The rate of death from covid-19 is very low and a vaccine isn't needed","Anti",5,34,104,"Against","ANTI",0,0,0,0,1
3,1658861108376,"26/07/2022 18:45:08","task-an6x",93981,6843038,3,1,"Somewhat Agree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",6,"Against","I don't even know anyone who has had Covid never mind anyone who has been hospitalised or died from it.","Anti",5,30,105,"Against","ANTI",0,0,0,0,1
4,1658861111163,"26/07/2022 18:45:11","task-an6x",93981,6843038,3,2,"Strongly Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",6,"Against","I get tested all the time and can afford to self-isolate","Anti",1,54,105,"Against","ANTI",0,0,0,0,1
6,1658861119774,"26/07/2022 18:45:19","task-an6x",93981,6843038,3,4,"Strongly Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",4,"Against","I don't think have taken enough time to test the vaccine properly.","Anti",7,40,105,"Against","ANTI",0,0,0,0,1
7,1658861124086,"26/07/2022 18:45:24","task-an6x",93981,6843038,3,5,"Strongly Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",6,"Against","Theories about how the vaccine has been produced, the ingredients of it, seems suspicious and doesn't seem to be effective either.","Anti",7,12,105,"Against","ANTI",0,0,0,0,1
10,1658861131430,"26/07/2022 18:45:31","task-an6x",93981,6843038,3,8,"Somewhat Agree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",4,"Against","I don't know what's in it ","Anti",5,58,105,"Against","ANTI",0,0,0,0,1
12,1658861136329,"26/07/2022 18:45:36","task-an6x",93981,6843038,3,10,"Strongly Agree","statements",1,"Most days","Most months",32,"Female","A levels",4,"Against","the vaccine has side effects.

","Anti",7,4,105,"Against","ANTI",0,0,0,0,1
17,1658861148206,"26/07/2022 18:45:48","task-an6x",93981,6843038,3,15,"Strongly Disagree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",6,"Against","I might be the one who gets the blood clots.","Anti",1,42,105,"Against","ANTI",0,0,0,0,1
20,1658861160535,"26/07/2022 18:46:00","task-an6x",93981,6843038,3,18,"Strongly Agree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",5,"Against","I am unsure about any long-term side effects that might arise from the vaccine in years to come due to how quickly the testing phase was carried out.","Anti",7,29,105,"Against","ANTI",0,0,0,0,1
21,1658861161983,"26/07/2022 18:46:01","task-an6x",93981,6843038,3,19,"Strongly Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",4,"Against","I'm worried about the side effects from the vaccine especially if I have underlying health conditions that can be affected through the vaccine.","Anti",7,10,105,"Against","ANTI",0,0,0,0,1
23,1658861166845,"26/07/2022 18:46:06","task-an6x",93981,6843038,3,21,"Strongly Agree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",5,"Against","Its not been developed for long enough.","Anti",7,23,105,"Against","ANTI",0,0,0,0,1
24,1658861168884,"26/07/2022 18:46:08","task-an6x",93981,6843038,3,22,"Strongly Agree","statements",4,"Most days","Most weeks",31,"Female","GCSEs",6,"Against","It will have serious consequences on peoples health.","Anti",7,24,105,"Against","ANTI",0,0,0,0,1
26,1658861172864,"26/07/2022 18:46:12","task-an6x",93981,6843038,3,24,"Strongly Agree","statements",2,"Most days","Most weeks",24,"Female","Undergraduate degree (BSc, BA)",5,"Against","Doesn't seem trustworthy as the process to make the vaccine has been rushed in order to keep up with demands from the world to release a vaccine out soon.","Anti",7,11,105,"Against","ANTI",0,0,0,0,1
32,1658861186693,"26/07/2022 18:46:26","task-an6x",93981,6843038,3,30,"Strongly Disagree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",6,"Against","I am undergoing treatment for cancer","Anti",1,48,105,"Against","ANTI",0,0,0,0,1
33,1658861190102,"26/07/2022 18:46:30","task-an6x",93981,6843038,3,31,"Strongly Agree","statements",7,"Most months","Most months",49,"Male","Vocational Training / Apprenticeship",5,"Against","I believe one of the vaccine companies is been taken to court in the USA because of people getting cancer from one it's other products.","Anti",7,41,105,"Against","ANTI",0,0,0,0,1
35,1658861195294,"26/07/2022 18:46:35","task-an6x",93981,6843038,3,33,"Strongly Agree","statements",5,"A few times a year","A few times a year",32,"Female","A levels",4,"Against","The risk of dying from Covid is only 0.03% unless you have an underlying health problem.","Anti",7,28,105,"Against","ANTI",0,0,0,0,1
37,1658861200453,"26/07/2022 18:46:40","task-an6x",93981,6843038,3,35,"Strongly Agree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",5,"Against","I've never had a vaccine and never will","Anti",7,59,105,"Against","ANTI",0,0,0,0,1
40,1658861211408,"26/07/2022 18:46:51","task-an6x",93981,6843038,3,38,"Strongly Disagree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",4,"Against","If enough people get a vaccine, whether I do or not is inconsequential","Anti",1,52,105,"Against","ANTI",0,0,0,0,1
42,1658861214647,"26/07/2022 18:46:54","task-an6x",93981,6843038,3,40,"Strongly Agree","statements",6,"Most weeks","Most days",32,"Female","A levels",5,"Against","The vaccine hasn't been tested for long enough to ensure its safety and effectiveness ","Anti",7,35,105,"Against","ANTI",0,0,0,0,1
43,1658861218547,"26/07/2022 18:46:58","task-an6x",93981,6843038,3,41,"Strongly Agree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",5,"Against","I would like to see the figures for people who have died within 28 days of having a vaccine, not just the number of deaths after having a positive test","Anti",7,47,105,"Against","ANTI",0,0,0,0,1
44,1658861222726,"26/07/2022 18:47:02","task-an6x",93981,6843038,3,42,"Strongly Agree","statements",9,"Rarely","Most months",27,"Male","Undergraduate degree (BSc, BA)",5,"Against","I am living in a country where the outbreak has been managed well/practically non-existent","Anti",7,53,105,"Against","ANTI",0,0,0,0,1
46,1658861225788,"26/07/2022 18:47:05","task-an6x",93981,6843038,3,44,"Strongly Agree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",6,"Against","Im unsure of the long term affects","Anti",7,18,105,"Against","ANTI",0,0,0,0,1
47,1658861227552,"26/07/2022 18:47:07","task-an6x",93981,6843038,3,45,"Strongly Agree","statements",8,"Most days","Most days",54,"Male","Vocational Training / Apprenticeship",4,"Against","I would rather wait to see if there are any negative effect in people who have had the vaccine before I make up my mind","Anti",7,46,105,"Against","ANTI",0,0,0,0,1
52,1658861235152,"26/07/2022 18:47:15","task-an6x",93981,6843038,3,50,"Strongly Disagree","statements",3,"Most weeks","Most weeks",49,"Female","GCSEs",5,"Against","Im not mixing with other people ","Anti",1,17,105,"Against","ANTI",0,0,0,0,1
56,1658861243488,"26/07/2022 18:47:23","task-an6x",93981,6843038,3,54,"Strongly Disagree","statements",1,"Most days","Most months",32,"Female","A levels",5,"Against","if you were to have covid you would have already.","Anti",1,5,105,"Against","ANTI",0,0,0,0,1
57,1658861246621,"26/07/2022 18:47:26","task-an6x",93981,6843038,3,55,"Strongly Agree","statements",1,"Most days","Most months",32,"Female","A levels",6,"Against","it's still in its trial stages.","Anti",7,6,105,"Against","ANTI",0,0,0,0,1
58,1658861248072,"26/07/2022 18:47:28","task-an6x",93981,6843038,3,56,"Strongly Agree","statements",6,"Most weeks","Most days",32,"Female","A levels",4,"Against","The rate of death from covid-19 is very low and a vaccine isn't needed","Anti",7,34,105,"Against","ANTI",0,0,0,0,1
60,1658861253063,"26/07/2022 18:47:33","task-an6x",93981,6843038,3,58,"Strongly Disagree","statements",6,"Most weeks","Most days",32,"Female","A levels",6,"Against","It is a new technology that was considered unethical before thats why it was never passed ","Anti",1,36,105,"Against","ANTI",0,0,0,0,1
61,1658861254867,"26/07/2022 18:47:34","task-an6x",93981,6843038,3,59,"Strongly Agree","statements",10,"Once or twice a year","Most months",34,"Male","GCSEs",6,"Against","The vaccine was man made","Anti",7,60,105,"Against","ANTI",0,0,0,0,1
